Cs;P20;P40;P60;P80;T2;T5;T10
-2.195;0.75276;0.49968;0.11511;-0.57474;0.32944;0.75276;0.84547
-2.194;0.75289;0.49964;0.11495;-0.57493;0.32933;0.75289;0.84572
-2.193;0.75302;0.49959;0.1148;-0.57511;0.32922;0.75302;0.84597
-2.192;0.75315;0.49954;0.11464;-0.57529;0.32911;0.75315;0.84622
-2.191;0.75328;0.4995;0.11448;-0.57547;0.329;0.75328;0.84647
-2.19;0.75341;0.49945;0.11432;-0.57565;0.32889;0.75341;0.84672
-2.189;0.75354;0.4994;0.11417;-0.57583;0.32878;0.75354;0.84697
-2.188;0.75367;0.49936;0.11401;-0.57602;0.32867;0.75367;0.84723
-2.187;0.7538;0.49931;0.11385;-0.5762;0.32856;0.7538;0.84748
-2.186;0.75393;0.49926;0.11369;-0.57638;0.32845;0.75393;0.84773
-2.185;0.75406;0.49922;0.11353;-0.57656;0.32833;0.75406;0.84798
-2.184;0.75419;0.49917;0.11337;-0.57674;0.32822;0.75419;0.84823
-2.183;0.75432;0.49912;0.11322;-0.57692;0.32811;0.75432;0.84848
-2.182;0.75444;0.49908;0.11306;-0.5771;0.328;0.75444;0.84873
-2.181;0.75457;0.49903;0.1129;-0.57728;0.32789;0.75457;0.84898
-2.18;0.7547;0.49898;0.11274;-0.57746;0.32778;0.7547;0.84923
-2.179;0.75483;0.49893;0.11258;-0.57765;0.32767;0.75483;0.84948
-2.178;0.75496;0.49889;0.11242;-0.57783;0.32756;0.75496;0.84974
-2.177;0.75509;0.49884;0.11227;-0.57801;0.32745;0.75509;0.84999
-2.176;0.75522;0.49879;0.11211;-0.57819;0.32734;0.75522;0.85024
-2.175;0.75535;0.49874;0.11195;-0.57837;0.32723;0.75535;0.85049
-2.174;0.75548;0.4987;0.11179;-0.57855;0.32711;0.75548;0.85074
-2.173;0.7556;0.49865;0.11163;-0.57873;0.327;0.7556;0.85099
-2.172;0.75573;0.4986;0.11147;-0.57891;0.32689;0.75573;0.85124
-2.171;0.75586;0.49855;0.11132;-0.57909;0.32678;0.75586;0.85149
-2.17;0.75599;0.4985;0.11116;-0.57927;0.32667;0.75599;0.85175
-2.169;0.75612;0.49846;0.111;-0.57945;0.32656;0.75612;0.852
-2.168;0.75625;0.49841;0.11084;-0.57963;0.32645;0.75625;0.85225
-2.167;0.75638;0.49836;0.11068;-0.57982;0.32633;0.75638;0.8525
-2.166;0.7565;0.49831;0.11052;-0.58;0.32622;0.7565;0.85275
-2.165;0.75663;0.49826;0.11036;-0.58018;0.32611;0.75663;0.853
-2.164;0.75676;0.49821;0.1102;-0.58036;0.326;0.75676;0.85325
-2.163;0.75689;0.49816;0.11004;-0.58054;0.32589;0.75689;0.8535
-2.162;0.75702;0.49812;0.10989;-0.58072;0.32578;0.75702;0.85376
-2.161;0.75714;0.49807;0.10973;-0.5809;0.32566;0.75714;0.85401
-2.16;0.75727;0.49802;0.10957;-0.58108;0.32555;0.75727;0.85426
-2.159;0.7574;0.49797;0.10941;-0.58126;0.32544;0.7574;0.85451
-2.158;0.75753;0.49792;0.10925;-0.58144;0.32533;0.75753;0.85476
-2.157;0.75765;0.49787;0.10909;-0.58162;0.32521;0.75765;0.85501
-2.156;0.75778;0.49782;0.10893;-0.5818;0.3251;0.75778;0.85527
-2.155;0.75791;0.49777;0.10877;-0.58198;0.32499;0.75791;0.85552
-2.154;0.75804;0.49772;0.10861;-0.58216;0.32488;0.75804;0.85577
-2.153;0.75816;0.49767;0.10845;-0.58234;0.32477;0.75816;0.85602
-2.152;0.75829;0.49762;0.10829;-0.58252;0.32465;0.75829;0.85627
-2.151;0.75842;0.49757;0.10814;-0.5827;0.32454;0.75842;0.85652
-2.15;0.75855;0.49752;0.10798;-0.58288;0.32443;0.75855;0.85677
-2.149;0.75867;0.49747;0.10782;-0.58306;0.32431;0.75867;0.85703
-2.148;0.7588;0.49742;0.10766;-0.58324;0.3242;0.7588;0.85728
-2.147;0.75893;0.49737;0.1075;-0.58342;0.32409;0.75893;0.85753
-2.146;0.75905;0.49732;0.10734;-0.5836;0.32398;0.75905;0.85778
-2.145;0.75918;0.49727;0.10718;-0.58378;0.32386;0.75918;0.85803
-2.144;0.75931;0.49722;0.10702;-0.58396;0.32375;0.75931;0.85828
-2.143;0.75943;0.49717;0.10686;-0.58414;0.32364;0.75943;0.85854
-2.142;0.75956;0.49712;0.1067;-0.58432;0.32352;0.75956;0.85879
-2.141;0.75969;0.49707;0.10654;-0.5845;0.32341;0.75969;0.85904
-2.14;0.75981;0.49702;0.10638;-0.58468;0.3233;0.75981;0.85929
-2.139;0.75994;0.49697;0.10622;-0.58486;0.32318;0.75994;0.85954
-2.138;0.76007;0.49692;0.10606;-0.58504;0.32307;0.76007;0.8598
-2.137;0.76019;0.49687;0.1059;-0.58522;0.32296;0.76019;0.86005
-2.136;0.76032;0.49682;0.10574;-0.5854;0.32284;0.76032;0.8603
-2.135;0.76045;0.49677;0.10558;-0.58558;0.32273;0.76045;0.86055
-2.134;0.76057;0.49672;0.10542;-0.58575;0.32262;0.76057;0.8608
-2.133;0.7607;0.49667;0.10526;-0.58593;0.3225;0.7607;0.86106
-2.132;0.76082;0.49662;0.1051;-0.58611;0.32239;0.76082;0.86131
-2.131;0.76095;0.49656;0.10494;-0.58629;0.32227;0.76095;0.86156
-2.13;0.76108;0.49651;0.10478;-0.58647;0.32216;0.76108;0.86181
-2.129;0.7612;0.49646;0.10462;-0.58665;0.32205;0.7612;0.86206
-2.128;0.76133;0.49641;0.10446;-0.58683;0.32193;0.76133;0.86232
-2.127;0.76145;0.49636;0.1043;-0.58701;0.32182;0.76145;0.86257
-2.126;0.76158;0.49631;0.10414;-0.58719;0.3217;0.76158;0.86282
-2.125;0.7617;0.49626;0.10398;-0.58737;0.32159;0.7617;0.86307
-2.124;0.76183;0.4962;0.10382;-0.58755;0.32148;0.76183;0.86332
-2.123;0.76195;0.49615;0.10366;-0.58773;0.32136;0.76195;0.86358
-2.122;0.76208;0.4961;0.1035;-0.5879;0.32125;0.76208;0.86383
-2.121;0.76221;0.49605;0.10334;-0.58808;0.32113;0.76221;0.86408
-2.12;0.76233;0.496;0.10318;-0.58826;0.32102;0.76233;0.86433
-2.119;0.76246;0.49594;0.10302;-0.58844;0.3209;0.76246;0.86458
-2.118;0.76258;0.49589;0.10286;-0.58862;0.32079;0.76258;0.86484
-2.117;0.76271;0.49584;0.1027;-0.5888;0.32067;0.76271;0.86509
-2.116;0.76283;0.49579;0.10254;-0.58898;0.32056;0.76283;0.86534
-2.115;0.76296;0.49573;0.10238;-0.58916;0.32044;0.76296;0.86559
-2.114;0.76308;0.49568;0.10222;-0.58933;0.32033;0.76308;0.86584
-2.113;0.7632;0.49563;0.10206;-0.58951;0.32022;0.7632;0.8661
-2.112;0.76333;0.49558;0.1019;-0.58969;0.3201;0.76333;0.86635
-2.111;0.76345;0.49552;0.10173;-0.58987;0.31999;0.76345;0.8666
-2.11;0.76358;0.49547;0.10157;-0.59005;0.31987;0.76358;0.86685
-2.109;0.7637;0.49542;0.10141;-0.59023;0.31975;0.7637;0.86711
-2.108;0.76383;0.49536;0.10125;-0.59041;0.31964;0.76383;0.86736
-2.107;0.76395;0.49531;0.10109;-0.59058;0.31952;0.76395;0.86761
-2.106;0.76408;0.49526;0.10093;-0.59076;0.31941;0.76408;0.86786
-2.105;0.7642;0.4952;0.10077;-0.59094;0.31929;0.7642;0.86811
-2.104;0.76432;0.49515;0.10061;-0.59112;0.31918;0.76432;0.86837
-2.103;0.76445;0.4951;0.10045;-0.5913;0.31906;0.76445;0.86862
-2.102;0.76457;0.49504;0.10029;-0.59147;0.31895;0.76457;0.86887
-2.101;0.7647;0.49499;0.10013;-0.59165;0.31883;0.7647;0.86912
-2.1;0.76482;0.49494;0.09997;-0.59183;0.31872;0.76482;0.86938
-2.099;0.76494;0.49488;0.0998;-0.59201;0.3186;0.76494;0.86963
-2.098;0.76507;0.49483;0.09964;-0.59219;0.31848;0.76507;0.86988
-2.097;0.76519;0.49478;0.09948;-0.59237;0.31837;0.76519;0.87013
-2.096;0.76532;0.49472;0.09932;-0.59254;0.31825;0.76532;0.87039
-2.095;0.76544;0.49467;0.09916;-0.59272;0.31814;0.76544;0.87064
-2.094;0.76556;0.49461;0.099;-0.5929;0.31802;0.76556;0.87089
-2.093;0.76569;0.49456;0.09884;-0.59308;0.3179;0.76569;0.87114
-2.092;0.76581;0.4945;0.09868;-0.59325;0.31779;0.76581;0.87139
-2.091;0.76593;0.49445;0.09851;-0.59343;0.31767;0.76593;0.87165
-2.09;0.76606;0.4944;0.09835;-0.59361;0.31756;0.76606;0.8719
-2.089;0.76618;0.49434;0.09819;-0.59379;0.31744;0.76618;0.87215
-2.088;0.7663;0.49429;0.09803;-0.59397;0.31732;0.7663;0.8724
-2.087;0.76642;0.49423;0.09787;-0.59414;0.31721;0.76642;0.87266
-2.086;0.76655;0.49418;0.09771;-0.59432;0.31709;0.76655;0.87291
-2.085;0.76667;0.49412;0.09755;-0.5945;0.31697;0.76667;0.87316
-2.084;0.76679;0.49407;0.09738;-0.59468;0.31686;0.76679;0.87341
-2.083;0.76692;0.49401;0.09722;-0.59485;0.31674;0.76692;0.87367
-2.082;0.76704;0.49396;0.09706;-0.59503;0.31662;0.76704;0.87392
-2.081;0.76716;0.4939;0.0969;-0.59521;0.31651;0.76716;0.87417
-2.08;0.76728;0.49385;0.09674;-0.59538;0.31639;0.76728;0.87442
-2.079;0.76741;0.49379;0.09658;-0.59556;0.31627;0.76741;0.87468
-2.078;0.76753;0.49374;0.09641;-0.59574;0.31616;0.76753;0.87493
-2.077;0.76765;0.49368;0.09625;-0.59592;0.31604;0.76765;0.87518
-2.076;0.76777;0.49362;0.09609;-0.59609;0.31592;0.76777;0.87543
-2.075;0.7679;0.49357;0.09593;-0.59627;0.3158;0.7679;0.87569
-2.074;0.76802;0.49351;0.09577;-0.59645;0.31569;0.76802;0.87594
-2.073;0.76814;0.49346;0.09561;-0.59662;0.31557;0.76814;0.87619
-2.072;0.76826;0.4934;0.09544;-0.5968;0.31545;0.76826;0.87644
-2.071;0.76838;0.49335;0.09528;-0.59698;0.31533;0.76838;0.8767
-2.07;0.7685;0.49329;0.09512;-0.59716;0.31522;0.7685;0.87695
-2.069;0.76863;0.49323;0.09496;-0.59733;0.3151;0.76863;0.8772
-2.068;0.76875;0.49318;0.0948;-0.59751;0.31498;0.76875;0.87746
-2.067;0.76887;0.49312;0.09463;-0.59769;0.31486;0.76887;0.87771
-2.066;0.76899;0.49306;0.09447;-0.59786;0.31475;0.76899;0.87796
-2.065;0.76911;0.49301;0.09431;-0.59804;0.31463;0.76911;0.87821
-2.064;0.76923;0.49295;0.09415;-0.59822;0.31451;0.76923;0.87847
-2.063;0.76936;0.4929;0.09399;-0.59839;0.31439;0.76936;0.87872
-2.062;0.76948;0.49284;0.09382;-0.59857;0.31428;0.76948;0.87897
-2.061;0.7696;0.49278;0.09366;-0.59875;0.31416;0.7696;0.87922
-2.06;0.76972;0.49273;0.0935;-0.59892;0.31404;0.76972;0.87948
-2.059;0.76984;0.49267;0.09334;-0.5991;0.31392;0.76984;0.87973
-2.058;0.76996;0.49261;0.09317;-0.59928;0.3138;0.76996;0.87998
-2.057;0.77008;0.49255;0.09301;-0.59945;0.31369;0.77008;0.88023
-2.056;0.7702;0.4925;0.09285;-0.59963;0.31357;0.7702;0.88049
-2.055;0.77032;0.49244;0.09269;-0.5998;0.31345;0.77032;0.88074
-2.054;0.77044;0.49238;0.09252;-0.59998;0.31333;0.77044;0.88099
-2.053;0.77057;0.49233;0.09236;-0.60016;0.31321;0.77057;0.88124
-2.052;0.77069;0.49227;0.0922;-0.60033;0.31309;0.77069;0.8815
-2.051;0.77081;0.49221;0.09204;-0.60051;0.31297;0.77081;0.88175
-2.05;0.77093;0.49215;0.09187;-0.60069;0.31286;0.77093;0.882
-2.049;0.77105;0.4921;0.09171;-0.60086;0.31274;0.77105;0.88226
-2.048;0.77117;0.49204;0.09155;-0.60104;0.31262;0.77117;0.88251
-2.047;0.77129;0.49198;0.09139;-0.60121;0.3125;0.77129;0.88276
-2.046;0.77141;0.49192;0.09122;-0.60139;0.31238;0.77141;0.88301
-2.045;0.77153;0.49186;0.09106;-0.60157;0.31226;0.77153;0.88327
-2.044;0.77165;0.49181;0.0909;-0.60174;0.31214;0.77165;0.88352
-2.043;0.77177;0.49175;0.09074;-0.60192;0.31202;0.77177;0.88377
-2.042;0.77189;0.49169;0.09057;-0.60209;0.31191;0.77189;0.88402
-2.041;0.77201;0.49163;0.09041;-0.60227;0.31179;0.77201;0.88428
-2.04;0.77213;0.49157;0.09025;-0.60244;0.31167;0.77213;0.88453
-2.039;0.77225;0.49151;0.09008;-0.60262;0.31155;0.77225;0.88478
-2.038;0.77237;0.49146;0.08992;-0.6028;0.31143;0.77237;0.88504
-2.037;0.77249;0.4914;0.08976;-0.60297;0.31131;0.77249;0.88529
-2.036;0.77261;0.49134;0.0896;-0.60315;0.31119;0.77261;0.88554
-2.035;0.77272;0.49128;0.08943;-0.60332;0.31107;0.77272;0.88579
-2.034;0.77284;0.49122;0.08927;-0.6035;0.31095;0.77284;0.88605
-2.033;0.77296;0.49116;0.08911;-0.60367;0.31083;0.77296;0.8863
-2.032;0.77308;0.4911;0.08894;-0.60385;0.31071;0.77308;0.88655
-2.031;0.7732;0.49104;0.08878;-0.60402;0.31059;0.7732;0.8868
-2.03;0.77332;0.49098;0.08862;-0.6042;0.31047;0.77332;0.88706
-2.029;0.77344;0.49093;0.08845;-0.60437;0.31035;0.77344;0.88731
-2.028;0.77356;0.49087;0.08829;-0.60455;0.31023;0.77356;0.88756
-2.027;0.77368;0.49081;0.08813;-0.60472;0.31011;0.77368;0.88782
-2.026;0.7738;0.49075;0.08796;-0.6049;0.30999;0.7738;0.88807
-2.025;0.77391;0.49069;0.0878;-0.60507;0.30987;0.77391;0.88832
-2.024;0.77403;0.49063;0.08764;-0.60525;0.30975;0.77403;0.88857
-2.023;0.77415;0.49057;0.08747;-0.60542;0.30963;0.77415;0.88883
-2.022;0.77427;0.49051;0.08731;-0.6056;0.30951;0.77427;0.88908
-2.021;0.77439;0.49045;0.08715;-0.60577;0.30939;0.77439;0.88933
-2.02;0.77451;0.49039;0.08698;-0.60595;0.30927;0.77451;0.88958
-2.019;0.77462;0.49033;0.08682;-0.60612;0.30915;0.77462;0.88984
-2.018;0.77474;0.49027;0.08666;-0.6063;0.30903;0.77474;0.89009
-2.017;0.77486;0.49021;0.08649;-0.60647;0.30891;0.77486;0.89034
-2.016;0.77498;0.49015;0.08633;-0.60665;0.30879;0.77498;0.8906
-2.015;0.7751;0.49009;0.08617;-0.60682;0.30867;0.7751;0.89085
-2.014;0.77521;0.49003;0.086;-0.607;0.30855;0.77521;0.8911
-2.013;0.77533;0.48997;0.08584;-0.60717;0.30843;0.77533;0.89135
-2.012;0.77545;0.48991;0.08568;-0.60735;0.30831;0.77545;0.89161
-2.011;0.77557;0.48985;0.08551;-0.60752;0.30819;0.77557;0.89186
-2.01;0.77568;0.48979;0.08535;-0.6077;0.30806;0.77568;0.89211
-2.009;0.7758;0.48972;0.08518;-0.60787;0.30794;0.7758;0.89236
-2.008;0.77592;0.48966;0.08502;-0.60804;0.30782;0.77592;0.89262
-2.007;0.77604;0.4896;0.08486;-0.60822;0.3077;0.77604;0.89287
-2.006;0.77615;0.48954;0.08469;-0.60839;0.30758;0.77615;0.89312
-2.005;0.77627;0.48948;0.08453;-0.60857;0.30746;0.77627;0.89338
-2.004;0.77639;0.48942;0.08437;-0.60874;0.30734;0.77639;0.89363
-2.003;0.77651;0.48936;0.0842;-0.60892;0.30722;0.77651;0.89388
-2.002;0.77662;0.4893;0.08404;-0.60909;0.3071;0.77662;0.89413
-2.001;0.77674;0.48924;0.08387;-0.60926;0.30697;0.77674;0.89439
-2;0.77686;0.48917;0.08371;-0.60944;0.30685;0.77686;0.89464
-1.999;0.77697;0.48911;0.08355;-0.60961;0.30673;0.77697;0.89489
-1.998;0.77709;0.48905;0.08338;-0.60979;0.30661;0.77709;0.89514
-1.997;0.77721;0.48899;0.08322;-0.60996;0.30649;0.77721;0.8954
-1.996;0.77732;0.48893;0.08305;-0.61013;0.30637;0.77732;0.89565
-1.995;0.77744;0.48887;0.08289;-0.61031;0.30624;0.77744;0.8959
-1.994;0.77756;0.4888;0.08272;-0.61048;0.30612;0.77756;0.89616
-1.993;0.77767;0.48874;0.08256;-0.61065;0.306;0.77767;0.89641
-1.992;0.77779;0.48868;0.0824;-0.61083;0.30588;0.77779;0.89666
-1.991;0.7779;0.48862;0.08223;-0.611;0.30576;0.7779;0.89691
-1.99;0.77802;0.48856;0.08207;-0.61118;0.30564;0.77802;0.89717
-1.989;0.77814;0.48849;0.0819;-0.61135;0.30551;0.77814;0.89742
-1.988;0.77825;0.48843;0.08174;-0.61152;0.30539;0.77825;0.89767
-1.987;0.77837;0.48837;0.08157;-0.6117;0.30527;0.77837;0.89792
-1.986;0.77848;0.48831;0.08141;-0.61187;0.30515;0.77848;0.89818
-1.985;0.7786;0.48824;0.08125;-0.61204;0.30502;0.7786;0.89843
-1.984;0.77872;0.48818;0.08108;-0.61222;0.3049;0.77872;0.89868
-1.983;0.77883;0.48812;0.08092;-0.61239;0.30478;0.77883;0.89894
-1.982;0.77895;0.48806;0.08075;-0.61256;0.30466;0.77895;0.89919
-1.981;0.77906;0.48799;0.08059;-0.61274;0.30453;0.77906;0.89944
-1.98;0.77918;0.48793;0.08042;-0.61291;0.30441;0.77918;0.89969
-1.979;0.77929;0.48787;0.08026;-0.61308;0.30429;0.77929;0.89995
-1.978;0.77941;0.4878;0.08009;-0.61326;0.30417;0.77941;0.9002
-1.977;0.77952;0.48774;0.07993;-0.61343;0.30404;0.77952;0.90045
-1.976;0.77964;0.48768;0.07976;-0.6136;0.30392;0.77964;0.9007
-1.975;0.77975;0.48761;0.0796;-0.61377;0.3038;0.77975;0.90096
-1.974;0.77987;0.48755;0.07944;-0.61395;0.30368;0.77987;0.90121
-1.973;0.77998;0.48749;0.07927;-0.61412;0.30355;0.77998;0.90146
-1.972;0.7801;0.48742;0.07911;-0.61429;0.30343;0.7801;0.90171
-1.971;0.78021;0.48736;0.07894;-0.61447;0.30331;0.78021;0.90197
-1.97;0.78033;0.4873;0.07878;-0.61464;0.30318;0.78033;0.90222
-1.969;0.78044;0.48723;0.07861;-0.61481;0.30306;0.78044;0.90247
-1.968;0.78056;0.48717;0.07845;-0.61498;0.30294;0.78056;0.90272
-1.967;0.78067;0.4871;0.07828;-0.61516;0.30281;0.78067;0.90298
-1.966;0.78078;0.48704;0.07812;-0.61533;0.30269;0.78078;0.90323
-1.965;0.7809;0.48698;0.07795;-0.6155;0.30257;0.7809;0.90348
-1.964;0.78101;0.48691;0.07779;-0.61567;0.30244;0.78101;0.90373
-1.963;0.78113;0.48685;0.07762;-0.61585;0.30232;0.78113;0.90399
-1.962;0.78124;0.48678;0.07746;-0.61602;0.3022;0.78124;0.90424
-1.961;0.78135;0.48672;0.07729;-0.61619;0.30207;0.78135;0.90449
-1.96;0.78147;0.48665;0.07713;-0.61636;0.30195;0.78147;0.90474
-1.959;0.78158;0.48659;0.07696;-0.61654;0.30183;0.78158;0.905
-1.958;0.7817;0.48652;0.0768;-0.61671;0.3017;0.7817;0.90525
-1.957;0.78181;0.48646;0.07663;-0.61688;0.30158;0.78181;0.9055
-1.956;0.78192;0.48639;0.07647;-0.61705;0.30145;0.78192;0.90575
-1.955;0.78204;0.48633;0.0763;-0.61723;0.30133;0.78204;0.90601
-1.954;0.78215;0.48626;0.07614;-0.6174;0.30121;0.78215;0.90626
-1.953;0.78226;0.4862;0.07597;-0.61757;0.30108;0.78226;0.90651
-1.952;0.78238;0.48613;0.0758;-0.61774;0.30096;0.78238;0.90676
-1.951;0.78249;0.48607;0.07564;-0.61791;0.30083;0.78249;0.90702
-1.95;0.7826;0.486;0.07547;-0.61809;0.30071;0.7826;0.90727
-1.949;0.78272;0.48594;0.07531;-0.61826;0.30059;0.78272;0.90752
-1.948;0.78283;0.48587;0.07514;-0.61843;0.30046;0.78283;0.90777
-1.947;0.78294;0.48581;0.07498;-0.6186;0.30034;0.78294;0.90803
-1.946;0.78305;0.48574;0.07481;-0.61877;0.30021;0.78305;0.90828
-1.945;0.78317;0.48568;0.07465;-0.61894;0.30009;0.78317;0.90853
-1.944;0.78328;0.48561;0.07448;-0.61912;0.29996;0.78328;0.90878
-1.943;0.78339;0.48555;0.07432;-0.61929;0.29984;0.78339;0.90904
-1.942;0.7835;0.48548;0.07415;-0.61946;0.29972;0.7835;0.90929
-1.941;0.78362;0.48541;0.07398;-0.61963;0.29959;0.78362;0.90954
-1.94;0.78373;0.48535;0.07382;-0.6198;0.29947;0.78373;0.90979
-1.939;0.78384;0.48528;0.07365;-0.61997;0.29934;0.78384;0.91005
-1.938;0.78395;0.48522;0.07349;-0.62014;0.29922;0.78395;0.9103
-1.937;0.78407;0.48515;0.07332;-0.62032;0.29909;0.78407;0.91055
-1.936;0.78418;0.48508;0.07316;-0.62049;0.29897;0.78418;0.9108
-1.935;0.78429;0.48502;0.07299;-0.62066;0.29884;0.78429;0.91105
-1.934;0.7844;0.48495;0.07283;-0.62083;0.29872;0.7844;0.91131
-1.933;0.78451;0.48488;0.07266;-0.621;0.29859;0.78451;0.91156
-1.932;0.78462;0.48482;0.07249;-0.62117;0.29847;0.78462;0.91181
-1.931;0.78474;0.48475;0.07233;-0.62134;0.29834;0.78474;0.91206
-1.93;0.78485;0.48468;0.07216;-0.62151;0.29822;0.78485;0.91232
-1.929;0.78496;0.48462;0.072;-0.62168;0.29809;0.78496;0.91257
-1.928;0.78507;0.48455;0.07183;-0.62186;0.29796;0.78507;0.91282
-1.927;0.78518;0.48448;0.07166;-0.62203;0.29784;0.78518;0.91307
-1.926;0.78529;0.48442;0.0715;-0.6222;0.29771;0.78529;0.91332
-1.925;0.7854;0.48435;0.07133;-0.62237;0.29759;0.7854;0.91358
-1.924;0.78552;0.48428;0.07117;-0.62254;0.29746;0.78552;0.91383
-1.923;0.78563;0.48421;0.071;-0.62271;0.29734;0.78563;0.91408
-1.922;0.78574;0.48415;0.07083;-0.62288;0.29721;0.78574;0.91433
-1.921;0.78585;0.48408;0.07067;-0.62305;0.29709;0.78585;0.91459
-1.92;0.78596;0.48401;0.0705;-0.62322;0.29696;0.78596;0.91484
-1.919;0.78607;0.48394;0.07034;-0.62339;0.29683;0.78607;0.91509
-1.918;0.78618;0.48388;0.07017;-0.62356;0.29671;0.78618;0.91534
-1.917;0.78629;0.48381;0.07;-0.62373;0.29658;0.78629;0.91559
-1.916;0.7864;0.48374;0.06984;-0.6239;0.29646;0.7864;0.91585
-1.915;0.78651;0.48367;0.06967;-0.62407;0.29633;0.78651;0.9161
-1.914;0.78662;0.4836;0.0695;-0.62424;0.2962;0.78662;0.91635
-1.913;0.78673;0.48354;0.06934;-0.62441;0.29608;0.78673;0.9166
-1.912;0.78684;0.48347;0.06917;-0.62458;0.29595;0.78684;0.91685
-1.911;0.78695;0.4834;0.06901;-0.62475;0.29583;0.78695;0.91711
-1.91;0.78706;0.48333;0.06884;-0.62492;0.2957;0.78706;0.91736
-1.909;0.78717;0.48326;0.06867;-0.62509;0.29557;0.78717;0.91761
-1.908;0.78728;0.4832;0.06851;-0.62526;0.29545;0.78728;0.91786
-1.907;0.78739;0.48313;0.06834;-0.62543;0.29532;0.78739;0.91811
-1.906;0.7875;0.48306;0.06817;-0.6256;0.29519;0.7875;0.91837
-1.905;0.78761;0.48299;0.06801;-0.62577;0.29507;0.78761;0.91862
-1.904;0.78772;0.48292;0.06784;-0.62594;0.29494;0.78772;0.91887
-1.903;0.78783;0.48285;0.06767;-0.62611;0.29481;0.78783;0.91912
-1.902;0.78794;0.48278;0.06751;-0.62628;0.29469;0.78794;0.91937
-1.901;0.78805;0.48271;0.06734;-0.62645;0.29456;0.78805;0.91962
-1.9;0.78816;0.48265;0.06717;-0.62662;0.29443;0.78816;0.91988
-1.899;0.78827;0.48258;0.06701;-0.62679;0.29431;0.78827;0.92013
-1.898;0.78838;0.48251;0.06684;-0.62696;0.29418;0.78838;0.92038
-1.897;0.78849;0.48244;0.06667;-0.62713;0.29405;0.78849;0.92063
-1.896;0.78859;0.48237;0.06651;-0.6273;0.29393;0.78859;0.92088
-1.895;0.7887;0.4823;0.06634;-0.62747;0.2938;0.7887;0.92114
-1.894;0.78881;0.48223;0.06617;-0.62764;0.29367;0.78881;0.92139
-1.893;0.78892;0.48216;0.06601;-0.62781;0.29354;0.78892;0.92164
-1.892;0.78903;0.48209;0.06584;-0.62798;0.29342;0.78903;0.92189
-1.891;0.78914;0.48202;0.06567;-0.62815;0.29329;0.78914;0.92214
-1.89;0.78925;0.48195;0.06551;-0.62832;0.29316;0.78925;0.92239
-1.889;0.78935;0.48188;0.06534;-0.62849;0.29304;0.78935;0.92265
-1.888;0.78946;0.48181;0.06517;-0.62865;0.29291;0.78946;0.9229
-1.887;0.78957;0.48174;0.06501;-0.62882;0.29278;0.78957;0.92315
-1.886;0.78968;0.48167;0.06484;-0.62899;0.29265;0.78968;0.9234
-1.885;0.78979;0.4816;0.06467;-0.62916;0.29253;0.78979;0.92365
-1.884;0.78989;0.48153;0.06451;-0.62933;0.2924;0.78989;0.9239
-1.883;0.79;0.48146;0.06434;-0.6295;0.29227;0.79;0.92415
-1.882;0.79011;0.48139;0.06417;-0.62967;0.29214;0.79011;0.92441
-1.881;0.79022;0.48132;0.06401;-0.62984;0.29201;0.79022;0.92466
-1.88;0.79033;0.48125;0.06384;-0.63001;0.29189;0.79033;0.92491
-1.879;0.79043;0.48118;0.06367;-0.63017;0.29176;0.79043;0.92516
-1.878;0.79054;0.48111;0.0635;-0.63034;0.29163;0.79054;0.92541
-1.877;0.79065;0.48104;0.06334;-0.63051;0.2915;0.79065;0.92566
-1.876;0.79076;0.48097;0.06317;-0.63068;0.29137;0.79076;0.92592
-1.875;0.79086;0.4809;0.063;-0.63085;0.29125;0.79086;0.92617
-1.874;0.79097;0.48083;0.06284;-0.63102;0.29112;0.79097;0.92642
-1.873;0.79108;0.48075;0.06267;-0.63119;0.29099;0.79108;0.92667
-1.872;0.79118;0.48068;0.0625;-0.63135;0.29086;0.79118;0.92692
-1.871;0.79129;0.48061;0.06233;-0.63152;0.29073;0.79129;0.92717
-1.87;0.7914;0.48054;0.06217;-0.63169;0.29061;0.7914;0.92742
-1.869;0.7915;0.48047;0.062;-0.63186;0.29048;0.7915;0.92767
-1.868;0.79161;0.4804;0.06183;-0.63203;0.29035;0.79161;0.92793
-1.867;0.79172;0.48033;0.06166;-0.6322;0.29022;0.79172;0.92818
-1.866;0.79182;0.48026;0.0615;-0.63236;0.29009;0.79182;0.92843
-1.865;0.79193;0.48018;0.06133;-0.63253;0.28996;0.79193;0.92868
-1.864;0.79204;0.48011;0.06116;-0.6327;0.28983;0.79204;0.92893
-1.863;0.79214;0.48004;0.06099;-0.63287;0.28971;0.79214;0.92918
-1.862;0.79225;0.47997;0.06083;-0.63304;0.28958;0.79225;0.92943
-1.861;0.79236;0.4799;0.06066;-0.6332;0.28945;0.79236;0.92968
-1.86;0.79246;0.47982;0.06049;-0.63337;0.28932;0.79246;0.92994
-1.859;0.79257;0.47975;0.06032;-0.63354;0.28919;0.79257;0.93019
-1.858;0.79267;0.47968;0.06016;-0.63371;0.28906;0.79267;0.93044
-1.857;0.79278;0.47961;0.05999;-0.63387;0.28893;0.79278;0.93069
-1.856;0.79289;0.47954;0.05982;-0.63404;0.2888;0.79289;0.93094
-1.855;0.79299;0.47946;0.05965;-0.63421;0.28867;0.79299;0.93119
