Cs;P20;P40;P60;P80;T2;T5;T10
-2.659;0.68725;0.51235;0.18382;-0.48731;0.37326;0.68725;0.73351
-2.658;0.6874;0.51234;0.18368;-0.4875;0.37318;0.6874;0.73374
-2.657;0.68755;0.51234;0.18354;-0.48769;0.3731;0.68755;0.73397
-2.656;0.6877;0.51233;0.18341;-0.48789;0.37302;0.6877;0.7342
-2.655;0.68785;0.51232;0.18327;-0.48808;0.37294;0.68785;0.73443
-2.654;0.688;0.51231;0.18313;-0.48828;0.37286;0.688;0.73466
-2.653;0.68815;0.5123;0.18299;-0.48847;0.37279;0.68815;0.73488
-2.652;0.6883;0.51229;0.18286;-0.48866;0.37271;0.6883;0.73511
-2.651;0.68845;0.51228;0.18272;-0.48886;0.37263;0.68845;0.73534
-2.65;0.68859;0.51227;0.18258;-0.48905;0.37255;0.68859;0.73557
-2.649;0.68874;0.51226;0.18244;-0.48925;0.37247;0.68874;0.7358
-2.648;0.68889;0.51226;0.18231;-0.48944;0.37239;0.68889;0.73603
-2.647;0.68904;0.51225;0.18217;-0.48963;0.37231;0.68904;0.73626
-2.646;0.68919;0.51224;0.18203;-0.48983;0.37224;0.68919;0.73648
-2.645;0.68934;0.51223;0.18189;-0.49002;0.37216;0.68934;0.73671
-2.644;0.68949;0.51222;0.18176;-0.49021;0.37208;0.68949;0.73694
-2.643;0.68964;0.51221;0.18162;-0.49041;0.372;0.68964;0.73717
-2.642;0.68979;0.5122;0.18148;-0.4906;0.37192;0.68979;0.7374
-2.641;0.68994;0.51219;0.18134;-0.49079;0.37184;0.68994;0.73763
-2.64;0.69009;0.51218;0.1812;-0.49099;0.37176;0.69009;0.73786
-2.639;0.69023;0.51217;0.18107;-0.49118;0.37168;0.69023;0.73809
-2.638;0.69038;0.51216;0.18093;-0.49138;0.3716;0.69038;0.73832
-2.637;0.69053;0.51215;0.18079;-0.49157;0.37152;0.69053;0.73855
-2.636;0.69068;0.51214;0.18065;-0.49176;0.37144;0.69068;0.73878
-2.635;0.69083;0.51213;0.18051;-0.49196;0.37136;0.69083;0.73901
-2.634;0.69098;0.51212;0.18037;-0.49215;0.37128;0.69098;0.73924
-2.633;0.69113;0.51211;0.18024;-0.49234;0.3712;0.69113;0.73947
-2.632;0.69128;0.5121;0.1801;-0.49254;0.37112;0.69128;0.7397
-2.631;0.69142;0.51208;0.17996;-0.49273;0.37104;0.69142;0.73993
-2.63;0.69157;0.51207;0.17982;-0.49292;0.37096;0.69157;0.74016
-2.629;0.69172;0.51206;0.17968;-0.49312;0.37088;0.69172;0.74039
-2.628;0.69187;0.51205;0.17954;-0.49331;0.3708;0.69187;0.74062
-2.627;0.69202;0.51204;0.17941;-0.4935;0.37072;0.69202;0.74085
-2.626;0.69217;0.51203;0.17927;-0.4937;0.37064;0.69217;0.74108
-2.625;0.69232;0.51202;0.17913;-0.49389;0.37056;0.69232;0.74131
-2.624;0.69246;0.51201;0.17899;-0.49408;0.37048;0.69246;0.74154
-2.623;0.69261;0.512;0.17885;-0.49428;0.3704;0.69261;0.74177
-2.622;0.69276;0.51199;0.17871;-0.49447;0.37032;0.69276;0.742
-2.621;0.69291;0.51197;0.17857;-0.49466;0.37024;0.69291;0.74223
-2.62;0.69306;0.51196;0.17843;-0.49486;0.37016;0.69306;0.74246
-2.619;0.69321;0.51195;0.17829;-0.49505;0.37007;0.69321;0.74269
-2.618;0.69336;0.51194;0.17815;-0.49524;0.36999;0.69336;0.74292
-2.617;0.6935;0.51193;0.17802;-0.49544;0.36991;0.6935;0.74315
-2.616;0.69365;0.51192;0.17788;-0.49563;0.36983;0.69365;0.74338
-2.615;0.6938;0.5119;0.17774;-0.49582;0.36975;0.6938;0.74362
-2.614;0.69395;0.51189;0.1776;-0.49602;0.36967;0.69395;0.74385
-2.613;0.6941;0.51188;0.17746;-0.49621;0.36959;0.6941;0.74408
-2.612;0.69425;0.51187;0.17732;-0.4964;0.36951;0.69425;0.74431
-2.611;0.69439;0.51185;0.17718;-0.49659;0.36942;0.69439;0.74454
-2.61;0.69454;0.51184;0.17704;-0.49679;0.36934;0.69454;0.74477
-2.609;0.69469;0.51183;0.1769;-0.49698;0.36926;0.69469;0.745
-2.608;0.69484;0.51182;0.17676;-0.49717;0.36918;0.69484;0.74524
-2.607;0.69499;0.5118;0.17662;-0.49737;0.3691;0.69499;0.74547
-2.606;0.69513;0.51179;0.17648;-0.49756;0.36902;0.69513;0.7457
-2.605;0.69528;0.51178;0.17634;-0.49775;0.36893;0.69528;0.74593
-2.604;0.69543;0.51177;0.1762;-0.49795;0.36885;0.69543;0.74616
-2.603;0.69558;0.51175;0.17606;-0.49814;0.36877;0.69558;0.74639
-2.602;0.69573;0.51174;0.17592;-0.49833;0.36869;0.69573;0.74663
-2.601;0.69587;0.51173;0.17578;-0.49852;0.3686;0.69587;0.74686
-2.6;0.69602;0.51171;0.17564;-0.49872;0.36852;0.69602;0.74709
-2.599;0.69617;0.5117;0.1755;-0.49891;0.36844;0.69617;0.74732
-2.598;0.69632;0.51169;0.17536;-0.4991;0.36836;0.69632;0.74755
-2.597;0.69647;0.51167;0.17522;-0.49929;0.36828;0.69647;0.74779
-2.596;0.69661;0.51166;0.17508;-0.49949;0.36819;0.69661;0.74802
-2.595;0.69676;0.51165;0.17494;-0.49968;0.36811;0.69676;0.74825
-2.594;0.69691;0.51163;0.1748;-0.49987;0.36803;0.69691;0.74848
-2.593;0.69706;0.51162;0.17466;-0.50007;0.36794;0.69706;0.74872
-2.592;0.6972;0.51161;0.17452;-0.50026;0.36786;0.6972;0.74895
-2.591;0.69735;0.51159;0.17438;-0.50045;0.36778;0.69735;0.74918
-2.59;0.6975;0.51158;0.17424;-0.50064;0.3677;0.6975;0.74941
-2.589;0.69765;0.51156;0.1741;-0.50084;0.36761;0.69765;0.74965
-2.588;0.6978;0.51155;0.17396;-0.50103;0.36753;0.6978;0.74988
-2.587;0.69794;0.51154;0.17382;-0.50122;0.36745;0.69794;0.75011
-2.586;0.69809;0.51152;0.17368;-0.50141;0.36736;0.69809;0.75035
-2.585;0.69824;0.51151;0.17353;-0.50161;0.36728;0.69824;0.75058
-2.584;0.69839;0.51149;0.17339;-0.5018;0.3672;0.69839;0.75081
-2.583;0.69853;0.51148;0.17325;-0.50199;0.36711;0.69853;0.75104
-2.582;0.69868;0.51146;0.17311;-0.50218;0.36703;0.69868;0.75128
-2.581;0.69883;0.51145;0.17297;-0.50238;0.36694;0.69883;0.75151
-2.58;0.69898;0.51143;0.17283;-0.50257;0.36686;0.69898;0.75174
-2.579;0.69912;0.51142;0.17269;-0.50276;0.36678;0.69912;0.75198
-2.578;0.69927;0.5114;0.17255;-0.50295;0.36669;0.69927;0.75221
-2.577;0.69942;0.51139;0.17241;-0.50315;0.36661;0.69942;0.75245
-2.576;0.69956;0.51137;0.17227;-0.50334;0.36652;0.69956;0.75268
-2.575;0.69971;0.51136;0.17212;-0.50353;0.36644;0.69971;0.75291
-2.574;0.69986;0.51134;0.17198;-0.50372;0.36636;0.69986;0.75315
-2.573;0.70001;0.51133;0.17184;-0.50392;0.36627;0.70001;0.75338
-2.572;0.70015;0.51131;0.1717;-0.50411;0.36619;0.70015;0.75361
-2.571;0.7003;0.5113;0.17156;-0.5043;0.3661;0.7003;0.75385
-2.57;0.70045;0.51128;0.17142;-0.50449;0.36602;0.70045;0.75408
-2.569;0.70059;0.51127;0.17127;-0.50468;0.36593;0.70059;0.75432
-2.568;0.70074;0.51125;0.17113;-0.50488;0.36585;0.70074;0.75455
-2.567;0.70089;0.51123;0.17099;-0.50507;0.36576;0.70089;0.75478
-2.566;0.70104;0.51122;0.17085;-0.50526;0.36568;0.70104;0.75502
-2.565;0.70118;0.5112;0.17071;-0.50545;0.36559;0.70118;0.75525
-2.564;0.70133;0.51119;0.17057;-0.50564;0.36551;0.70133;0.75549
-2.563;0.70148;0.51117;0.17042;-0.50584;0.36543;0.70148;0.75572
-2.562;0.70162;0.51115;0.17028;-0.50603;0.36534;0.70162;0.75596
-2.561;0.70177;0.51114;0.17014;-0.50622;0.36525;0.70177;0.75619
-2.56;0.70192;0.51112;0.17;-0.50641;0.36517;0.70192;0.75643
-2.559;0.70206;0.5111;0.16986;-0.50661;0.36508;0.70206;0.75666
-2.558;0.70221;0.51109;0.16971;-0.5068;0.365;0.70221;0.7569
-2.557;0.70236;0.51107;0.16957;-0.50699;0.36491;0.70236;0.75713
-2.556;0.7025;0.51105;0.16943;-0.50718;0.36483;0.7025;0.75737
-2.555;0.70265;0.51104;0.16929;-0.50737;0.36474;0.70265;0.7576
-2.554;0.7028;0.51102;0.16914;-0.50756;0.36466;0.7028;0.75784
-2.553;0.70294;0.511;0.169;-0.50776;0.36457;0.70294;0.75807
-2.552;0.70309;0.51099;0.16886;-0.50795;0.36449;0.70309;0.75831
-2.551;0.70324;0.51097;0.16872;-0.50814;0.3644;0.70324;0.75854
-2.55;0.70338;0.51095;0.16857;-0.50833;0.36431;0.70338;0.75878
-2.549;0.70353;0.51093;0.16843;-0.50852;0.36423;0.70353;0.75901
-2.548;0.70368;0.51092;0.16829;-0.50872;0.36414;0.70368;0.75925
-2.547;0.70382;0.5109;0.16815;-0.50891;0.36405;0.70382;0.75948
-2.546;0.70397;0.51088;0.168;-0.5091;0.36397;0.70397;0.75972
-2.545;0.70411;0.51086;0.16786;-0.50929;0.36388;0.70411;0.75995
-2.544;0.70426;0.51085;0.16772;-0.50948;0.3638;0.70426;0.76019
-2.543;0.70441;0.51083;0.16758;-0.50967;0.36371;0.70441;0.76042
-2.542;0.70455;0.51081;0.16743;-0.50987;0.36362;0.70455;0.76066
-2.541;0.7047;0.51079;0.16729;-0.51006;0.36354;0.7047;0.7609
-2.54;0.70485;0.51078;0.16715;-0.51025;0.36345;0.70485;0.76113
-2.539;0.70499;0.51076;0.167;-0.51044;0.36336;0.70499;0.76137
-2.538;0.70514;0.51074;0.16686;-0.51063;0.36328;0.70514;0.7616
-2.537;0.70528;0.51072;0.16672;-0.51082;0.36319;0.70528;0.76184
-2.536;0.70543;0.5107;0.16657;-0.51101;0.3631;0.70543;0.76208
-2.535;0.70558;0.51068;0.16643;-0.51121;0.36302;0.70558;0.76231
-2.534;0.70572;0.51067;0.16629;-0.5114;0.36293;0.70572;0.76255
-2.533;0.70587;0.51065;0.16614;-0.51159;0.36284;0.70587;0.76278
-2.532;0.70601;0.51063;0.166;-0.51178;0.36275;0.70601;0.76302
-2.531;0.70616;0.51061;0.16586;-0.51197;0.36267;0.70616;0.76326
-2.53;0.70631;0.51059;0.16571;-0.51216;0.36258;0.70631;0.76349
-2.529;0.70645;0.51057;0.16557;-0.51235;0.36249;0.70645;0.76373
-2.528;0.7066;0.51055;0.16543;-0.51255;0.3624;0.7066;0.76397
-2.527;0.70674;0.51053;0.16528;-0.51274;0.36232;0.70674;0.7642
-2.526;0.70689;0.51051;0.16514;-0.51293;0.36223;0.70689;0.76444
-2.525;0.70703;0.51049;0.16499;-0.51312;0.36214;0.70703;0.76468
-2.524;0.70718;0.51048;0.16485;-0.51331;0.36205;0.70718;0.76491
-2.523;0.70733;0.51046;0.16471;-0.5135;0.36197;0.70733;0.76515
-2.522;0.70747;0.51044;0.16456;-0.51369;0.36188;0.70747;0.76539
-2.521;0.70762;0.51042;0.16442;-0.51388;0.36179;0.70762;0.76563
-2.52;0.70776;0.5104;0.16427;-0.51408;0.3617;0.70776;0.76586
-2.519;0.70791;0.51038;0.16413;-0.51427;0.36161;0.70791;0.7661
-2.518;0.70805;0.51036;0.16399;-0.51446;0.36152;0.70805;0.76634
-2.517;0.7082;0.51034;0.16384;-0.51465;0.36144;0.7082;0.76657
-2.516;0.70834;0.51032;0.1637;-0.51484;0.36135;0.70834;0.76681
-2.515;0.70849;0.5103;0.16355;-0.51503;0.36126;0.70849;0.76705
-2.514;0.70863;0.51028;0.16341;-0.51522;0.36117;0.70863;0.76729
-2.513;0.70878;0.51026;0.16327;-0.51541;0.36108;0.70878;0.76752
-2.512;0.70893;0.51024;0.16312;-0.5156;0.36099;0.70893;0.76776
-2.511;0.70907;0.51022;0.16298;-0.51579;0.36091;0.70907;0.768
-2.51;0.70922;0.5102;0.16283;-0.51598;0.36082;0.70922;0.76824
-2.509;0.70936;0.51018;0.16269;-0.51618;0.36073;0.70936;0.76847
-2.508;0.70951;0.51016;0.16254;-0.51637;0.36064;0.70951;0.76871
-2.507;0.70965;0.51013;0.1624;-0.51656;0.36055;0.70965;0.76895
-2.506;0.7098;0.51011;0.16225;-0.51675;0.36046;0.7098;0.76919
-2.505;0.70994;0.51009;0.16211;-0.51694;0.36037;0.70994;0.76943
-2.504;0.71009;0.51007;0.16196;-0.51713;0.36028;0.71009;0.76966
-2.503;0.71023;0.51005;0.16182;-0.51732;0.36019;0.71023;0.7699
-2.502;0.71038;0.51003;0.16167;-0.51751;0.3601;0.71038;0.77014
-2.501;0.71052;0.51001;0.16153;-0.5177;0.36001;0.71052;0.77038
-2.5;0.71067;0.50999;0.16138;-0.51789;0.35992;0.71067;0.77062
-2.499;0.71081;0.50997;0.16124;-0.51808;0.35983;0.71081;0.77086
-2.498;0.71096;0.50994;0.16109;-0.51827;0.35975;0.71096;0.77109
-2.497;0.7111;0.50992;0.16095;-0.51846;0.35966;0.7111;0.77133
-2.496;0.71124;0.5099;0.1608;-0.51865;0.35957;0.71124;0.77157
-2.495;0.71139;0.50988;0.16066;-0.51885;0.35948;0.71139;0.77181
-2.494;0.71153;0.50986;0.16051;-0.51904;0.35939;0.71153;0.77205
-2.493;0.71168;0.50984;0.16037;-0.51923;0.3593;0.71168;0.77229
-2.492;0.71182;0.50981;0.16022;-0.51942;0.35921;0.71182;0.77253
-2.491;0.71197;0.50979;0.16008;-0.51961;0.35912;0.71197;0.77276
-2.49;0.71211;0.50977;0.15993;-0.5198;0.35903;0.71211;0.773
-2.489;0.71226;0.50975;0.15979;-0.51999;0.35894;0.71226;0.77324
-2.488;0.7124;0.50973;0.15964;-0.52018;0.35884;0.7124;0.77348
-2.487;0.71255;0.5097;0.15949;-0.52037;0.35875;0.71255;0.77372
-2.486;0.71269;0.50968;0.15935;-0.52056;0.35866;0.71269;0.77396
-2.485;0.71283;0.50966;0.1592;-0.52075;0.35857;0.71283;0.7742
-2.484;0.71298;0.50964;0.15906;-0.52094;0.35848;0.71298;0.77444
-2.483;0.71312;0.50961;0.15891;-0.52113;0.35839;0.71312;0.77468
-2.482;0.71327;0.50959;0.15877;-0.52132;0.3583;0.71327;0.77492
-2.481;0.71341;0.50957;0.15862;-0.52151;0.35821;0.71341;0.77515
-2.48;0.71355;0.50954;0.15847;-0.5217;0.35812;0.71355;0.77539
-2.479;0.7137;0.50952;0.15833;-0.52189;0.35803;0.7137;0.77563
-2.478;0.71384;0.5095;0.15818;-0.52208;0.35794;0.71384;0.77587
-2.477;0.71399;0.50947;0.15804;-0.52227;0.35785;0.71399;0.77611
-2.476;0.71413;0.50945;0.15789;-0.52246;0.35775;0.71413;0.77635
-2.475;0.71427;0.50943;0.15774;-0.52265;0.35766;0.71427;0.77659
-2.474;0.71442;0.5094;0.1576;-0.52284;0.35757;0.71442;0.77683
-2.473;0.71456;0.50938;0.15745;-0.52303;0.35748;0.71456;0.77707
-2.472;0.71471;0.50936;0.1573;-0.52322;0.35739;0.71471;0.77731
-2.471;0.71485;0.50933;0.15716;-0.52341;0.3573;0.71485;0.77755
-2.47;0.71499;0.50931;0.15701;-0.5236;0.35721;0.71499;0.77779
-2.469;0.71514;0.50929;0.15687;-0.52379;0.35711;0.71514;0.77803
-2.468;0.71528;0.50926;0.15672;-0.52398;0.35702;0.71528;0.77827
-2.467;0.71542;0.50924;0.15657;-0.52417;0.35693;0.71542;0.77851
-2.466;0.71557;0.50921;0.15643;-0.52436;0.35684;0.71557;0.77875
-2.465;0.71571;0.50919;0.15628;-0.52455;0.35675;0.71571;0.77899
-2.464;0.71585;0.50917;0.15613;-0.52474;0.35666;0.71585;0.77923
-2.463;0.716;0.50914;0.15599;-0.52493;0.35656;0.716;0.77947
-2.462;0.71614;0.50912;0.15584;-0.52512;0.35647;0.71614;0.77971
-2.461;0.71628;0.50909;0.15569;-0.52531;0.35638;0.71628;0.77995
-2.46;0.71643;0.50907;0.15555;-0.5255;0.35629;0.71643;0.78019
-2.459;0.71657;0.50904;0.1554;-0.52569;0.35619;0.71657;0.78043
-2.458;0.71671;0.50902;0.15525;-0.52588;0.3561;0.71671;0.78067
-2.457;0.71686;0.50899;0.1551;-0.52607;0.35601;0.71686;0.78092
-2.456;0.717;0.50897;0.15496;-0.52626;0.35592;0.717;0.78116
-2.455;0.71714;0.50894;0.15481;-0.52645;0.35582;0.71714;0.7814
-2.454;0.71729;0.50892;0.15466;-0.52664;0.35573;0.71729;0.78164
-2.453;0.71743;0.50889;0.15452;-0.52682;0.35564;0.71743;0.78188
-2.452;0.71757;0.50887;0.15437;-0.52701;0.35555;0.71757;0.78212
-2.451;0.71772;0.50884;0.15422;-0.5272;0.35545;0.71772;0.78236
-2.45;0.71786;0.50882;0.15407;-0.52739;0.35536;0.71786;0.7826
-2.449;0.718;0.50879;0.15393;-0.52758;0.35527;0.718;0.78284
-2.448;0.71815;0.50877;0.15378;-0.52777;0.35517;0.71815;0.78308
-2.447;0.71829;0.50874;0.15363;-0.52796;0.35508;0.71829;0.78333
-2.446;0.71843;0.50872;0.15348;-0.52815;0.35499;0.71843;0.78357
-2.445;0.71857;0.50869;0.15334;-0.52834;0.35489;0.71857;0.78381
-2.444;0.71872;0.50866;0.15319;-0.52853;0.3548;0.71872;0.78405
-2.443;0.71886;0.50864;0.15304;-0.52872;0.35471;0.71886;0.78429
-2.442;0.719;0.50861;0.15289;-0.52891;0.35461;0.719;0.78453
-2.441;0.71914;0.50859;0.15275;-0.5291;0.35452;0.71914;0.78477
-2.44;0.71929;0.50856;0.1526;-0.52929;0.35442;0.71929;0.78501
-2.439;0.71943;0.50853;0.15245;-0.52947;0.35433;0.71943;0.78526
-2.438;0.71957;0.50851;0.1523;-0.52966;0.35424;0.71957;0.7855
-2.437;0.71971;0.50848;0.15215;-0.52985;0.35414;0.71971;0.78574
-2.436;0.71986;0.50845;0.15201;-0.53004;0.35405;0.71986;0.78598
-2.435;0.72;0.50843;0.15186;-0.53023;0.35396;0.72;0.78622
-2.434;0.72014;0.5084;0.15171;-0.53042;0.35386;0.72014;0.78647
-2.433;0.72028;0.50837;0.15156;-0.53061;0.35377;0.72028;0.78671
-2.432;0.72043;0.50835;0.15141;-0.5308;0.35367;0.72043;0.78695
-2.431;0.72057;0.50832;0.15127;-0.53099;0.35358;0.72057;0.78719
-2.43;0.72071;0.50829;0.15112;-0.53118;0.35348;0.72071;0.78743
-2.429;0.72085;0.50827;0.15097;-0.53136;0.35339;0.72085;0.78768
-2.428;0.72099;0.50824;0.15082;-0.53155;0.35329;0.72099;0.78792
-2.427;0.72114;0.50821;0.15067;-0.53174;0.3532;0.72114;0.78816
-2.426;0.72128;0.50818;0.15052;-0.53193;0.35311;0.72128;0.7884
-2.425;0.72142;0.50816;0.15038;-0.53212;0.35301;0.72142;0.78864
-2.424;0.72156;0.50813;0.15023;-0.53231;0.35292;0.72156;0.78889
-2.423;0.7217;0.5081;0.15008;-0.5325;0.35282;0.7217;0.78913
-2.422;0.72184;0.50807;0.14993;-0.53269;0.35273;0.72184;0.78937
-2.421;0.72199;0.50805;0.14978;-0.53287;0.35263;0.72199;0.78961
-2.42;0.72213;0.50802;0.14963;-0.53306;0.35254;0.72213;0.78986
-2.419;0.72227;0.50799;0.14948;-0.53325;0.35244;0.72227;0.7901
-2.418;0.72241;0.50796;0.14934;-0.53344;0.35235;0.72241;0.79034
-2.417;0.72255;0.50793;0.14919;-0.53363;0.35225;0.72255;0.79058
-2.416;0.72269;0.50791;0.14904;-0.53382;0.35215;0.72269;0.79083
-2.415;0.72284;0.50788;0.14889;-0.53401;0.35206;0.72284;0.79107
-2.414;0.72298;0.50785;0.14874;-0.53419;0.35196;0.72298;0.79131
-2.413;0.72312;0.50782;0.14859;-0.53438;0.35187;0.72312;0.79156
-2.412;0.72326;0.50779;0.14844;-0.53457;0.35177;0.72326;0.7918
-2.411;0.7234;0.50776;0.14829;-0.53476;0.35168;0.7234;0.79204
-2.41;0.72354;0.50774;0.14814;-0.53495;0.35158;0.72354;0.79228
-2.409;0.72368;0.50771;0.14799;-0.53514;0.35149;0.72368;0.79253
-2.408;0.72383;0.50768;0.14785;-0.53532;0.35139;0.72383;0.79277
-2.407;0.72397;0.50765;0.1477;-0.53551;0.35129;0.72397;0.79301
-2.406;0.72411;0.50762;0.14755;-0.5357;0.3512;0.72411;0.79326
-2.405;0.72425;0.50759;0.1474;-0.53589;0.3511;0.72425;0.7935
-2.404;0.72439;0.50756;0.14725;-0.53608;0.35101;0.72439;0.79374
-2.403;0.72453;0.50753;0.1471;-0.53627;0.35091;0.72453;0.79399
-2.402;0.72467;0.5075;0.14695;-0.53645;0.35081;0.72467;0.79423
-2.401;0.72481;0.50747;0.1468;-0.53664;0.35072;0.72481;0.79447
-2.4;0.72495;0.50744;0.14665;-0.53683;0.35062;0.72495;0.79472
-2.399;0.72509;0.50742;0.1465;-0.53702;0.35052;0.72509;0.79496
-2.398;0.72523;0.50739;0.14635;-0.53721;0.35043;0.72523;0.79521
-2.397;0.72537;0.50736;0.1462;-0.53739;0.35033;0.72537;0.79545
-2.396;0.72552;0.50733;0.14605;-0.53758;0.35023;0.72552;0.79569
-2.395;0.72566;0.5073;0.1459;-0.53777;0.35014;0.72566;0.79594
-2.394;0.7258;0.50727;0.14575;-0.53796;0.35004;0.7258;0.79618
-2.393;0.72594;0.50724;0.1456;-0.53815;0.34994;0.72594;0.79642
-2.392;0.72608;0.50721;0.14545;-0.53833;0.34985;0.72608;0.79667
-2.391;0.72622;0.50718;0.1453;-0.53852;0.34975;0.72622;0.79691
-2.39;0.72636;0.50715;0.14515;-0.53871;0.34965;0.72636;0.79716
-2.389;0.7265;0.50712;0.145;-0.5389;0.34955;0.7265;0.7974
-2.388;0.72664;0.50708;0.14485;-0.53908;0.34946;0.72664;0.79764
-2.387;0.72678;0.50705;0.1447;-0.53927;0.34936;0.72678;0.79789
-2.386;0.72692;0.50702;0.14455;-0.53946;0.34926;0.72692;0.79813
-2.385;0.72706;0.50699;0.1444;-0.53965;0.34916;0.72706;0.79838
-2.384;0.7272;0.50696;0.14425;-0.53984;0.34907;0.7272;0.79862
-2.383;0.72734;0.50693;0.1441;-0.54002;0.34897;0.72734;0.79886
-2.382;0.72748;0.5069;0.14395;-0.54021;0.34887;0.72748;0.79911
-2.381;0.72762;0.50687;0.1438;-0.5404;0.34877;0.72762;0.79935
-2.38;0.72776;0.50684;0.14365;-0.54059;0.34868;0.72776;0.7996
-2.379;0.7279;0.50681;0.1435;-0.54077;0.34858;0.7279;0.79984
-2.378;0.72804;0.50678;0.14335;-0.54096;0.34848;0.72804;0.80009
-2.377;0.72818;0.50674;0.1432;-0.54115;0.34838;0.72818;0.80033
-2.376;0.72832;0.50671;0.14305;-0.54133;0.34828;0.72832;0.80058
-2.375;0.72846;0.50668;0.1429;-0.54152;0.34819;0.72846;0.80082
-2.374;0.7286;0.50665;0.14275;-0.54171;0.34809;0.7286;0.80107
-2.373;0.72874;0.50662;0.14259;-0.5419;0.34799;0.72874;0.80131
-2.372;0.72888;0.50659;0.14244;-0.54208;0.34789;0.72888;0.80156
-2.371;0.72902;0.50655;0.14229;-0.54227;0.34779;0.72902;0.8018
-2.37;0.72916;0.50652;0.14214;-0.54246;0.34769;0.72916;0.80204
-2.369;0.7293;0.50649;0.14199;-0.54265;0.3476;0.7293;0.80229
-2.368;0.72943;0.50646;0.14184;-0.54283;0.3475;0.72943;0.80253
-2.367;0.72957;0.50643;0.14169;-0.54302;0.3474;0.72957;0.80278
-2.366;0.72971;0.50639;0.14154;-0.54321;0.3473;0.72971;0.80302
-2.365;0.72985;0.50636;0.14139;-0.54339;0.3472;0.72985;0.80327
-2.364;0.72999;0.50633;0.14124;-0.54358;0.3471;0.72999;0.80352
-2.363;0.73013;0.5063;0.14108;-0.54377;0.347;0.73013;0.80376
-2.362;0.73027;0.50626;0.14093;-0.54396;0.3469;0.73027;0.80401
-2.361;0.73041;0.50623;0.14078;-0.54414;0.3468;0.73041;0.80425
-2.36;0.73055;0.5062;0.14063;-0.54433;0.3467;0.73055;0.8045
-2.359;0.73069;0.50617;0.14048;-0.54452;0.34661;0.73069;0.80474
-2.358;0.73083;0.50613;0.14033;-0.5447;0.34651;0.73083;0.80499
-2.357;0.73096;0.5061;0.14018;-0.54489;0.34641;0.73096;0.80523
-2.356;0.7311;0.50607;0.14003;-0.54508;0.34631;0.7311;0.80548
-2.355;0.73124;0.50603;0.13987;-0.54526;0.34621;0.73124;0.80572
-2.354;0.73138;0.506;0.13972;-0.54545;0.34611;0.73138;0.80597
-2.353;0.73152;0.50597;0.13957;-0.54564;0.34601;0.73152;0.80621
-2.352;0.73166;0.50593;0.13942;-0.54582;0.34591;0.73166;0.80646
-2.351;0.7318;0.5059;0.13927;-0.54601;0.34581;0.7318;0.80671
-2.35;0.73194;0.50587;0.13912;-0.5462;0.34571;0.73194;0.80695
-2.349;0.73207;0.50583;0.13896;-0.54638;0.34561;0.73207;0.8072
-2.348;0.73221;0.5058;0.13881;-0.54657;0.34551;0.73221;0.80744
-2.347;0.73235;0.50577;0.13866;-0.54676;0.34541;0.73235;0.80769
-2.346;0.73249;0.50573;0.13851;-0.54694;0.34531;0.73249;0.80793
-2.345;0.73263;0.5057;0.13836;-0.54713;0.34521;0.73263;0.80818
-2.344;0.73276;0.50566;0.1382;-0.54732;0.34511;0.73276;0.80843
-2.343;0.7329;0.50563;0.13805;-0.5475;0.34501;0.7329;0.80867
-2.342;0.73304;0.5056;0.1379;-0.54769;0.34491;0.73304;0.80892
-2.341;0.73318;0.50556;0.13775;-0.54788;0.34481;0.73318;0.80917
-2.34;0.73332;0.50553;0.1376;-0.54806;0.34471;0.73332;0.80941
-2.339;0.73346;0.50549;0.13744;-0.54825;0.34461;0.73346;0.80966
-2.338;0.73359;0.50546;0.13729;-0.54843;0.34451;0.73359;0.8099
-2.337;0.73373;0.50542;0.13714;-0.54862;0.3444;0.73373;0.81015
-2.336;0.73387;0.50539;0.13699;-0.54881;0.3443;0.73387;0.8104
-2.335;0.73401;0.50535;0.13683;-0.54899;0.3442;0.73401;0.81064
-2.334;0.73414;0.50532;0.13668;-0.54918;0.3441;0.73414;0.81089
-2.333;0.73428;0.50528;0.13653;-0.54937;0.344;0.73428;0.81114
-2.332;0.73442;0.50525;0.13638;-0.54955;0.3439;0.73442;0.81138
-2.331;0.73456;0.50521;0.13622;-0.54974;0.3438;0.73456;0.81163
-2.33;0.73469;0.50518;0.13607;-0.54992;0.3437;0.73469;0.81187
-2.329;0.73483;0.50514;0.13592;-0.55011;0.3436;0.73483;0.81212
-2.328;0.73497;0.50511;0.13577;-0.5503;0.3435;0.73497;0.81237
-2.327;0.73511;0.50507;0.13561;-0.55048;0.34339;0.73511;0.81261
-2.326;0.73524;0.50504;0.13546;-0.55067;0.34329;0.73524;0.81286
-2.325;0.73538;0.505;0.13531;-0.55085;0.34319;0.73538;0.81311
-2.324;0.73552;0.50497;0.13516;-0.55104;0.34309;0.73552;0.81336
-2.323;0.73566;0.50493;0.135;-0.55122;0.34299;0.73566;0.8136
-2.322;0.73579;0.50489;0.13485;-0.55141;0.34289;0.73579;0.81385
-2.321;0.73593;0.50486;0.1347;-0.5516;0.34278;0.73593;0.8141
-2.32;0.73607;0.50482;0.13454;-0.55178;0.34268;0.73607;0.81434
-2.319;0.7362;0.50479;0.13439;-0.55197;0.34258;0.7362;0.81459
